07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,count,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,pattern,0,0,0
07/08/2026,EVE,21,count,4,1,0
07/08/2026,EVE,21,count,8,3,6
07/08/2026,EVE,21,count,6,8,7
07/08/2026,EVE,21,pattern,4,1,0
07/08/2026,EVE,21,pattern,8,3,6
07/08/2026,EVE,21,pattern,6,8,7
07/08/2026,MID,21,count,8,1,6
07/08/2026,MID,21,count,2,4,1
07/08/2026,MID,21,count,4,9,5
07/08/2026,MID,21,pattern,8,1,6
07/08/2026,MID,21,pattern,4,5,1
07/08/2026,MID,21,pattern,6,8,5
07/11/2026,MID,21,count,8,1,6
07/11/2026,MID,21,count,2,4,1
07/11/2026,MID,21,count,4,9,5
07/11/2026,MID,21,pattern,6,1,6
07/11/2026,MID,21,pattern,2,2,1
07/11/2026,MID,21,pattern,3,4,2
07/11/2026,MID,21,count,8,1,6
07/11/2026,MID,21,count,2,4,1
07/11/2026,MID,21,count,4,9,5
07/11/2026,MID,21,pattern,8,1,6
07/11/2026,MID,21,pattern,4,5,1
07/11/2026,MID,21,pattern,6,8,5
07/12/2026,MID,21,count,8,1,7
07/12/2026,MID,21,count,4,8,1
07/12/2026,MID,21,count,5,4,5
07/12/2026,MID,21,pattern,8,1,7
07/12/2026,MID,21,pattern,4,8,1
07/12/2026,MID,21,pattern,5,4,5
07/12/2026,EVE,21,count,4,1,7
07/12/2026,EVE,21,count,3,2,0
07/12/2026,EVE,21,count,6,3,4
07/12/2026,EVE,21,pattern,4,1,0
07/12/2026,EVE,21,pattern,6,2,4
07/12/2026,EVE,21,pattern,9,8,5
07/18/2026,EVE,21,count,4,1,7
07/18/2026,EVE,21,count,3,2,0
07/18/2026,EVE,21,count,6,3,4
07/18/2026,EVE,21,pattern,4,1,0
07/18/2026,EVE,21,pattern,6,2,4
07/18/2026,EVE,21,pattern,9,8,5
07/25/2026,EVE,21,count,4,1,7
07/25/2026,EVE,21,count,3,2,0
07/25/2026,EVE,21,count,6,3,4
07/25/2026,EVE,21,pattern,4,1,0
07/25/2026,EVE,21,pattern,6,2,4
07/25/2026,EVE,21,pattern,9,8,5
07/25/2026,EVE,21,count,4,1,7
07/25/2026,EVE,21,count,3,2,0
07/25/2026,EVE,21,count,6,3,4
07/25/2026,EVE,21,pattern,9,8,0
07/25/2026,EVE,21,pattern,0,2,0
07/25/2026,EVE,21,pattern,0,9,0
